datetime,amount,description,journal_entry_id
1/17/24 0:00,7500,Merchant Service Fees,2d524436-8cf9-4473-b105-700d7b24387b
7/12/23 0:00,7500,Consulting services,3f780b99-3aa8-46fd-b571-ca8f1e89fe4e
1/17/24 0:00,7500,Chargeback Reversal,2d524436-8cf9-4473-b105-700d7b24387b
8/21/23 0:00,7500,Implementation Services,6e49e58c-0a3d-4e06-9b98-18f7572f0915
1/3/24 0:00,7500,AR clearing,70c84c68-6fc0-43db-a511-8fda25ace58d
12/4/23 0:00,7500,Invoice settlement,d2562b0c-4bd1-494a-a282-bdffb0388bb0
7/12/23 0:00,7500,,5ca6d8de-25ab-4a1b-b3a7-412defa309e8
12/4/23 0:00,7500,AR Clearing,f3586bb1-b6cd-4f89-b80f-cad3733a8b51
1/3/24 0:00,7500,Operating transfer,70c84c68-6fc0-43db-a511-8fda25ace58d
1/3/24 0:00,7500,Estimated taxes,f39c331e-a7ca-40e4-ab34-222da39f2820
1/3/24 0:00,7500,Consulting services,52f9c740-f14b-4cd4-aa16-c06b76cd24f1
1/3/24 0:00,7500,Design retainer,d1d0304f-e5e6-4937-a1ff-7b3740892e93
3/6/24 0:00,7500,ESTIMATED TAXES,d3e20b92-7b93-4a3c-937b-da4546cb03ab
3/6/24 0:00,7500,Intercompany Transfer,f2627a9b-68df-4389-97f5-6d0e9d1786cb
12/14/23 0:00,7333.33,Saas Fees,fbcc26b8-d297-442a-95f2-24063b3157dd
11/10/22 0:00,6879.81,Backup storage,101b4813-04eb-451e-993b-fedc44e00367
10/4/22 0:00,6616.86,AR clearing,e854efb0-e7c9-45f7-9000-046b7f6e7731
12/22/22 0:00,6418.95,Printing and postage,40395beb-abbc-4465-adae-fb5d3016a76a
1/26/24 0:00,6300,Endpoint Protection,dd624824-863b-49cb-99b6-63d8795fc327
3/17/23 0:00,6250,Project Alpha - Phase 1,372d4939-b3d1-4892-b962-db7682ae4b3c
3/28/23 0:00,6250,,fdb9e256-9c0d-4810-b2cc-7420f36a7cc5
3/1/23 0:00,6250,State Withholding,debd1ea0-a2c6-4128-b7c8-74e4624da405
4/5/23 0:00,6250,OUT-OF-NETWORK FEE,359dbbb3-d88e-4719-93ab-b762cec215fe
5/3/23 0:00,6250,Equipment Purchase,217ef793-85c6-4810-aaa5-f17a7c8eaa18
5/23/23 0:00,6250,Security Review,5779e7b1-b248-43cf-899d-9e8665a1cb1c
12/7/23 0:00,6000,Security review,9316e7ed-dd2b-4946-a02a-eaf974ff6c8d
5/24/23 0:00,6000,Incident response retainer,27b4f287-3726-4e1f-9e28-27354b0d1ff8
3/20/23 0:00,6000,,d30302f3-dd26-45dc-8641-4b3a8c9435e0
1/9/24 0:00,6000,,368f8689-41e6-421d-99e3-fb58f0822e90
1/26/24 0:00,6000,Loan proceeds,47bfdf0d-73bc-44a7-904b-b5f570a8e959
5/3/23 0:00,6000,maintenance,ac056200-8022-4bdd-8586-bb1a6ab6b026
10/10/23 0:00,6000,Pci Compliance Fee,202e1f54-a2b0-4e01-a0b8-10e8c49a08e7
6/23/23 0:00,6000,Marketplace Payout,6e76f7e4-6166-4678-a486-ad620d824a98
2/6/24 0:00,6000,License Renewal,3aa6c2d3-ab9d-4d92-ba93-1fbd2731ad63
3/26/24 0:00,6000,Chargeback Reversal,821b9e3b-ba54-4445-b4b4-4a4c00927c5f
3/11/24 0:00,5456.88,Intercompany Transfer,aa10a3d4-438f-433d-b7d2-81992985b5a9
8/8/22 0:00,5446.04,Consulting Services,a8fbf05b-658f-40d1-a23b-d7c557f1edbc
8/26/22 0:00,5032.19,Data Storage,3ae6feac-ee05-4206-b563-c686736dc74a
12/18/23 0:00,5000,Security Deposit,8a40409c-e9a0-4ef9-ac16-548e53c19e7f
12/18/23 0:00,5000,Milestone Payment,1ceb7d9f-96d6-455f-b90e-e86f6d0ed70d
1/17/24 0:00,5000,advance billing,658b4c9f-ae00-48b3-8859-672da9062f07
9/26/23 0:00,5000,Estimated Taxes,45f50e5e-9f24-491c-a74f-01e3f5186785
10/25/23 0:00,5000,Support contract,ef8d143f-8848-48ef-84c4-2a2f1b52e829
12/4/23 0:00,5000,Cloud hosting,373f8347-f824-47a5-b925-45da316ed577
7/25/23 0:00,5000,clearing reclass,86f6592b-9abb-48f3-a4e5-da6ff7421170
8/3/23 0:00,5000,Design retainer,9bd3f651-8722-4a15-a346-bc5bbff6cf4f
10/18/23 0:00,5000,Withholding Remittance,076cc0f5-5c6a-4594-a567-ff19da9cf0f0
11/16/23 0:00,5000,Petty Cash Top-up,0a739304-0e76-441d-9594-b852e8eb4446
6/21/23 0:00,5000,Miscellaneous Expense,94c05f3f-0e03-4f47-8da6-bb76550129b9
1/12/24 0:00,5000,Intercompany Transfer,09de6049-7a28-46a6-9c18-2ad078f2c5bb
9/20/23 0:00,5000,Sales Proceeds,a68b57a8-852f-460e-999a-b41d6249124c
8/28/23 0:00,5000,implementation services,825cf9c9-e62f-4cb6-bd9f-3c848d842e1e
1/29/24 0:00,5000,Card processing fees,537aa390-5362-4e56-b1cf-09ab475a6117
5/24/23 0:00,5000,SALES TAX PAYABLE,e6bd17a8-c1a2-41da-8d6a-f82302b3d7c3
5/23/23 0:00,5000,Treasury Movement,431b5f77-f206-4ed8-a568-d2f9b77031d5
7/12/23 0:00,5000,Project Alpha - Phase 1,87d0c7de-33e4-4f7f-b020-893cbf4fa6b7
1/2/24 0:00,5000,Travel advance,f0774c22-b333-41f4-942f-a3298f2a4378
12/13/23 0:00,5000,Milestone Payment,5cefe056-e3cf-455b-91c0-644ef9252885
12/11/23 0:00,5000,Customer Payment,9d2f6836-e23c-44a6-82ef-a885573360dc
12/26/23 0:00,5000,Merchant Service Fees,0c87e2a4-3f60-494d-9e32-d6cf6cb61bcd
2/6/24 0:00,5000,,789d3459-1080-4873-aa6a-72c4b8516da4
2/20/24 0:00,5000,Incident Response Retainer,847c1df4-827e-4928-858e-42f175e18ec7
3/1/24 0:00,5000,chargeback reversal,76bf4012-2fd4-428f-8ae3-f8897b003e0b
3/8/24 0:00,5000,Onboarding Services,a3ef2be0-b4ea-42d2-a816-cd9fe2eceaf4
3/8/24 0:00,5000,Retainer,978146e4-54aa-4def-bc02-600fc2dff1d1
3/29/24 0:00,5000,Customer prepayment,900f8ce1-6120-4973-9519-4cb4a22c9419
2/13/23 0:00,4777.24,Payroll Taxes,9193c8a4-78cf-4aee-ae0c-abebbaf44c63
11/25/22 0:00,4589.26,Loan Proceeds,c468b42f-5621-4ebc-852e-e60555c9b6a5
9/15/23 0:00,4410.79,cloud hosting,dba50725-ed43-4a8c-89d4-cadf5bf63510
3/7/23 0:00,4387.88,BANK SERVICE CHARGE,73b06bae-4e6c-4e70-b80a-e0ca48bc5cda
11/11/23 0:00,4300.35,Test Environment,bcc5d6ca-a734-4e00-93c9-c0709752ea93
3/30/23 0:00,4166.67,Invoice settlement,3182f2c4-7400-4e13-b8c8-3225816dd242
8/8/23 0:00,4166.67,Professional Fees,df3bc85c-3f91-4713-8fea-616b6e94e549
9/1/23 0:00,4166.67,Test Environment,543171ff-d94b-4dcf-af33-9e9c78d5341a
4/27/23 0:00,4166.67,,478a18ca-f879-4ed4-b0b2-35d49ac4f166
7/5/23 0:00,4166.67,Customer prepayment,e282401e-1a0a-407f-96df-4ac51d9c9ffa
5/31/23 0:00,4166.67,,d5f6c82e-e8f5-4031-9583-ab3639a951fe
3/2/23 0:00,4166.67,Reserve Funding,43a78aa2-6fcf-4a27-b7f0-8915591d8a05
1/13/24 0:00,3373.18,Adjustment,90f838b9-1c7c-4c1e-8bb3-031d3bbc56d5
8/11/23 0:00,3193.66,contractor payment,dcf56613-c1a0-4467-8f97-320b9b5af159
10/18/23 0:00,3097.89,Gateway Fees,e6303fd4-cf1f-4b4f-aad0-cf2217d42e28
1/1/24 0:00,3046.18,Facility Maintenance,eb6efee2-f999-4115-a4a8-6ee557444de0
2/28/24 0:00,2800.98,Batch payout,892a3283-b574-4767-b985-90abd6104099
7/27/22 0:00,2657.36,State Withholding,3bd290da-bb2f-4c0c-98d3-fa3ce5d49934
2/18/24 0:00,2651.06,refund,24b246af-9745-4517-bef7-fe294ff095d7
9/27/22 0:00,2632.3,Project Alpha - Phase 1,eed81579-68d1-4053-ad93-af6abaffb5f2
11/1/23 0:00,2500,reimbursement,1eee2934-6fa9-427e-8c4b-73f3f9ff3974
11/8/23 0:00,2500,Check Deposit,6fc09c2a-d737-4d19-8c61-e1e5669e0628
10/11/23 0:00,2500,Cash Sweep,be7ab1f5-c5d8-42d3-b165-52ed44aa2f3e
10/13/23 0:00,2500,Project Beta - Onboarding,be79b72a-22b8-4537-be27-5baa0e896823
2/1/24 0:00,2500,Reserve Funding,5daa5c17-2c69-4977-b091-290e4707398b
3/18/24 0:00,2500,Chargeback Reversal,43766bd1-94d7-4157-afeb-b5494c2e1afc
4/17/23 0:00,2388.95,PCI COMPLIANCE FEE,ce638193-0ac4-4d12-8f46-3d94235bfe65
10/22/22 0:00,2304.04,License renewal,f1596a9d-bbf4-49e9-9d9a-3fbdbfb3a5b4
6/4/22 0:00,2088.6,Sales Tax Payable,9e0922f7-7ec1-4e91-8bfa-3420f145538c
9/15/22 0:00,1953.72,Advance Billing,b0ea1c9f-02be-40f5-8a3d-31361cd1ee7b
9/7/23 0:00,1854.14,Vendor Discount,46af3af6-fb05-45d5-a06d-be0286bc033e
7/5/22 0:00,1799.49,Merchant Service Fees,567cee6a-3d4b-4bbd-a25f-93f4efd68bb2
6/17/23 0:00,1649.93,Invoice Settlement,c99b52a8-f597-4237-bdb6-0e2f4af8aa30
3/27/23 0:00,1318.73,Project Alpha - Phase 1,2112ab7f-4e2d-4787-83ad-be00eaeec47f
12/5/23 0:00,1177.68,Treasury Movement,653eb9a8-d20c-4d9d-9acc-8cc5a1eddbd5
4/13/23 0:00,1104.75,AR Clearing,c05ef919-3b2a-4109-abb7-bd84e587944f
1/25/24 0:00,1076.66,Endpoint Protection,93969602-f897-438e-ad9a-68472b67475f
10/2/23 0:00,1016.81,Recruiting Fees,029e5e30-d841-41ed-bf57-90224d45a51f
10/7/22 0:00,980.61,Sales Tax Payable,5cf82b5f-b264-4a52-9958-d64e3556d6ef
9/6/22 0:00,972,,c8530484-ceec-4880-94c4-696cd5407696
10/27/22 0:00,945.18,Sales tax payable,4fb3eefb-795a-436a-9b43-64e51d289347
7/7/23 0:00,799.59,Consulting Services,0907fea9-b6fa-45a7-a87e-f90bde7e4468
7/27/23 0:00,791.33,Contractor Payment,d2142ec3-5ef8-4954-a084-24f0eb71a54a
12/22/22 0:00,786.43,Retainer,43a2abb8-b200-42c0-8f44-89e7286f7dd4
1/27/23 0:00,786.43,consulting services,11fdd7c1-29bd-4692-a009-5ab0376cd931
10/6/23 0:00,658.45,Miscellaneous Expense,6623b79d-45fb-4e9c-a4a7-3d2b9cbfa6c9
3/18/24 0:00,609.73,Advance billing,8b562472-a8e8-40ac-89b4-6e395cd56d93
9/8/22 0:00,587.75,Withholding Remittance,0e131c8c-f709-4bb7-9a9a-3cf2f311be9c
6/9/22 0:00,563.09,Facility Maintenance,9775684f-2332-48b7-9ee5-02598b048d90
5/23/22 0:00,552.28,Retainer,24236ec1-a4fe-4340-91ab-1296fb93aed0
6/15/22 0:00,395.42,ONBOARDING SERVICES,ceb4848f-ef88-42df-885a-4cbe75b597f8
7/18/23 0:00,386.46,,a8f879a3-f1f8-41f9-9b26-156bf8fc7cc7
4/5/23 0:00,355.8,Security Review,14c630e7-54ba-4de8-8480-e2ef60246794
5/10/23 0:00,335.63,Hardware Accessories,28a2ce4c-a9c8-4182-834a-17fef207cf8c
4/5/23 0:00,295.43,Refund,d1826d97-8b44-4cde-b23f-a7556cd70029
2/6/24 0:00,248.16,Content Production,8e5cd6cb-3d79-48a9-b57a-3cd496558ad9
8/5/22 0:00,165.97,Estimated Taxes,a02c969f-5930-4fb1-be93-05daf5a5d66a
6/12/22 0:00,85,License renewal,0a60e136-0d5a-48c0-976c-e2ff86c41381
1/5/24 0:00,61.81,Background checks,6f59f436-537d-46b8-a92a-5a2143a6667b
7/11/22 0:00,23.52,merchant service fees,8287cd41-6372-477b-9eef-b8881fde23ed
8/22/23 0:00,16.32,Loan proceeds,9220c04c-0dc8-4f9a-a5c9-f80ee5db4aa7
8/23/23 0:00,16.32,BATCH PAYOUT,c53b21bd-08a1-4c53-9411-df5c9a8fef91
8/23/23 0:00,16.32,Cloud Hosting,33954d67-9b3b-453d-a372-86747dfb2a4e
8/22/23 0:00,16.32,VAT Remittance,2815f53b-7445-44b5-836c-1c4f6485aa1b
4/14/23 0:00,10.99,AP Clearing,44e0306e-5e0c-491c-b7c6-d2739077e145
4/13/23 0:00,10.99,Payroll Taxes,f36cde6c-94d9-4cca-b9ce-0e9659af45a0
4/13/23 0:00,10.88,Operating transfer,222e8f11-0dcf-4e18-aa17-466c1343290c
9/18/23 0:00,9.66,State Withholding,73edd298-b8d9-49b5-8d39-25c756070f0e
4/13/23 0:00,5.43,Cash Sweep,19e9bd86-497f-4d89-953b-09d23e87d2ea
9/18/23 0:00,3.5,Petty Cash Top-up,216da03b-51ea-4dc0-82e3-4bb071ec6333
9/18/23 0:00,2.58,Professional Fees,b573871a-e5d0-4c29-859d-eb6a6da5babe
9/18/23 0:00,0.71,Petty cash top-up,c15b29dc-c2c9-4072-9c57-3342d51489e2
9/27/23 0:00,-0.22,Security Review,4af937e7-806d-455e-9fb9-dd621892a389
10/11/23 0:00,-0.27,Contractor payment,f960c589-34f7-4b92-8ce6-753ee6cab971
12/19/22 0:00,-0.89,paye,8eadf22a-2e2c-4790-b0be-9415df67d8e8
8/2/22 0:00,-1.26,Withholding Remittance,9ae29eb4-662b-476e-af79-01e57dc34097
1/15/23 0:00,-1.48,vendor discount,5cd16712-2c07-45c7-b883-6432c067db96
7/12/23 0:00,-1.63,Customer Prepayment,9b154082-a9a5-4d39-b3cd-c323e4ae755c
5/18/23 0:00,-1.7,Design Retainer,38b3afb1-0144-4bd2-a2a6-73a724f0c639
10/11/23 0:00,-2,UAT SUPPORT,5fe37894-10df-4c42-9478-2c14826c0276
10/11/23 0:00,-2,Reserve funding,1157118d-eb95-4163-876a-81ace8eee18c
10/11/23 0:00,-2,,9571b252-a637-470a-ba80-98a16d53a70c
10/11/23 0:00,-2,Contractor Payment,b888f82f-01e2-40f9-bc70-9bcf885b6e52
9/27/23 0:00,-2,Contractor Payment,a47c7233-327d-415e-bad7-59fdaad2b6af
10/11/23 0:00,-2,QA services,47687309-abdb-47f0-96a5-ea44a022fe9a
10/11/23 0:00,-2,Pci Compliance Fee,4bee713f-4282-4f19-a130-023c369a8e99
10/11/23 0:00,-2,ar clearing,cafa5b56-90a6-48d9-afaf-c4bd4bfdf640
11/1/22 0:00,-2,Milestone Payment,1eb49c6e-4a5d-475b-bdf9-c4294b19f03a
9/24/23 0:00,-2,Cloud hosting,25e6d45c-25ee-4cf1-9388-eaa3e8f16b8b
5/20/23 0:00,-2.18,Security Review,d13ad511-0b97-4166-8d4c-2bb8e858dd95
11/22/22 0:00,-2.35,Miscellaneous Expense,987af039-3ff9-4125-91ae-d0ecb17ef2e5
11/22/22 0:00,-2.5,Software Subscription,b5d1424e-c856-4d09-892a-2549f6c72161
11/22/22 0:00,-2.5,State Withholding,3e9cab66-46f6-48d3-8985-5b9a9f09207c
11/7/22 0:00,-2.76,Pci Compliance Fee,4ad4322a-e6e9-4290-9621-1db548c7d0a0
9/10/22 0:00,-2.82,Saas Fees,ceb81226-e08b-40ed-99ee-68c270e23652
9/11/23 0:00,-2.9,Training And Enablement,82f58342-8ff8-4360-b6fd-cc75846a869f
9/28/22 0:00,-3,INCIDENT RESPONSE RETAINER,1b460e92-a794-4fb6-ab02-0d68451ee470
3/18/23 0:00,-3,Miscellaneous expense,de019238-6bfe-4a97-a5d6-79d654f4d6a4
11/26/22 0:00,-3.21,STIPEND,908a01a7-02a3-43e7-b1fd-fc0fc623b388
11/23/22 0:00,-3.21,CUSTOMER PREPAYMENT,58923f66-aa82-469c-a4e5-c0cac149cf24
8/23/22 0:00,-3.21,Software Subscription,af463df0-e64c-4d21-a0a9-2af7a17051ab
8/10/23 0:00,-3.26,,4c8ab36b-2cab-47f8-baef-97760377951d
8/26/22 0:00,-3.35,QA Services,42e580f9-6d41-4188-8b63-5393bd539a79
3/24/23 0:00,-3.39,Reimbursement,45e2c1cc-667e-4e1f-8f49-d676d8252a6e
8/20/23 0:00,-3.47,Milestone Payment,488571ed-79bd-41fe-a49d-8834c91bc864
11/22/22 0:00,-3.5,,c189f21a-df31-45bc-ae9e-8dfac7530502
11/22/22 0:00,-3.5,Treasury Movement,526be456-250e-4058-90e4-96bbe1fcf632
3/27/23 0:00,-3.5,DISPUTE FEE,706fe851-a1cc-4cf6-85bc-d983fdb983a3
3/1/24 0:00,-3.5,State Withholding,37957329-285b-49ea-8ad9-388646d3b851
10/27/22 0:00,-3.53,Vendor Discount,be52a666-1f1c-4ebe-84f1-bb389cf3cf47
12/12/23 0:00,-3.59,Training and enablement,c0468d58-0e41-46ba-bd4e-253c887e2074
11/22/22 0:00,-3.64,License Renewal,b29a18b0-89ec-48fd-8579-5fa4be700cbd
11/21/22 0:00,-3.65,Authorization fee,34bd260e-9752-4767-b40b-19cd33b73258
11/26/22 0:00,-4.21,,b79ba715-420c-4d0c-a563-e276afa2a65a
6/10/22 0:00,-4.27,Implementation Services,e5641857-dc4f-496b-a71a-e8d2cff864db
3/14/24 0:00,-4.34,Advance Billing,78f07685-d7ee-4e13-8f17-80acf6ba5184
6/11/22 0:00,-4.38,Payroll funding,c7b3b3d0-3c7c-4116-867c-b81f1923d5c4
6/11/22 0:00,-4.38,Test Environment,6b9a8884-d5b1-47ed-9e0d-73bb2ced7fe7
8/2/22 0:00,-4.51,Team Offsite,9936fd1a-1abe-4cfe-a3b3-d8de481e9ff1
1/20/23 0:00,-4.63,Merchant Service Fees,3df5d427-28ab-4254-a966-c4e68c06f676
2/19/23 0:00,-4.68,Clearing Reclass,808a5c56-7ca1-4d96-a708-a02cea3eec90
2/20/24 0:00,-4.74,Change management,948f0bbf-2977-4c66-97c6-4c224f15902c
6/9/22 0:00,-4.75,SALES TAX PAYABLE,a112b6b3-20f4-4552-907b-1c3e0dc87ebe
2/18/24 0:00,-4.75,treasury movement,8b9aedce-7c2f-4282-9196-e5b51f62efac
3/20/23 0:00,-4.78,Authorization Fee,f286b581-6c0f-44ad-9251-fb1f86bf93cb
12/15/23 0:00,-4.9,Test environment,aa0500c4-1c92-49a7-86ca-3d20610100d8
10/1/23 0:00,-4.9,Maintenance,e605d76f-dfc0-4c52-bdb3-6ec57a2d78d2
5/23/23 0:00,-4.9,Equipment Purchase,5adc9e2b-bd1b-4233-815f-efd58bc02ce5
5/19/23 0:00,-4.9,Batch Payout,ebe6af66-3b20-4a6e-a2a7-fa4e4bd6cd2b
10/9/23 0:00,-4.95,Incident Response Retainer,b5594042-b698-4bca-b225-f7a5d474458a
5/23/23 0:00,-4.99,Change Management,253cc4fe-bc3d-4b8c-9cf8-4b681fa9ff1e
4/24/23 0:00,-4.99,Content production,e020b28e-2c11-4aca-b085-5e1335ae2f8b
7/11/23 0:00,-5.14,License renewal,5de5ea62-4351-4bd5-b2b7-aece9468bba0
1/26/24 0:00,-5.17,facility maintenance,0c91f51c-f634-4766-a7f0-c4f2b56125a8
3/16/23 0:00,-5.17,Content production,7eeecb6c-631a-4ee7-81c7-24e9e65ae1b7
2/23/24 0:00,-5.21,Intercompany Transfer,fb1d20b0-9687-4720-8f84-937988af35fd
1/5/24 0:00,-5.25,Miscellaneous expense,a8e51a50-0b35-4709-b798-974454f4153d
10/5/22 0:00,-5.31,Authorization Fee,903d5354-582c-4c6f-9496-04970a4e05f9
3/1/23 0:00,-5.43,Clearing reclass,48458392-2596-4671-8ae7-23cce08bfb55
11/20/22 0:00,-5.59,Onboarding Services,eeb5c247-b951-4ebe-a263-31a60817c53f
9/6/23 0:00,-5.7,Onboarding Services,43ab4704-d9a8-4815-9c49-de75836651cb
5/8/23 0:00,-5.81,Project Beta - Onboarding,a1318657-8059-42c7-bf5b-ee632d44c5de
8/22/23 0:00,-5.98,,503f6109-ff0b-4c43-a1fe-8a3b9a0470de
12/12/23 0:00,-5.99,Loan Proceeds,af5e6e60-64c5-4a3f-b507-a71d921c2dc9
10/12/23 0:00,-5.99,Marketplace Payout,9668b963-951a-4c0a-a21a-15aeca66619c
4/1/23 0:00,-5.99,License Renewal,71a6f42b-8063-4f6c-b58b-b93a71f4fcd4
1/5/24 0:00,-5.99,Intercompany transfer,be8022f0-ac14-4939-8a5c-6aafc086a996
1/16/24 0:00,-5.99,Maintenance,e82209fb-d631-4d10-958c-20d6d9064b02
2/12/24 0:00,-5.99,Travel Advance,ea6554ce-96c9-47b7-80ed-699204cd174a
3/16/24 0:00,-5.99,Travel advance,3eb83a6a-dba8-4d24-8720-17264af8eced
10/23/23 0:00,-6.06,Backup Storage,6a71c005-faf7-4d50-a9d5-0097843a05cf
5/17/23 0:00,-6.45,Design Retainer,261dd954-f716-44d3-9284-2eb4a52c65e5
1/5/24 0:00,-6.48,AR Clearing,0b8b0178-1634-4513-a7c4-595f4fd8bd73
12/13/23 0:00,-6.6,Merchant service fees,3e3c429d-ab25-4b74-980f-7a7c833fea95
10/19/23 0:00,-6.72,Dispute fee,27764660-a3a2-4c59-a6ad-f0a6f8ecf8bb
10/23/22 0:00,-6.74,Chargeback reversal,b31da11b-086a-43d1-9a79-ea4c082ecd09
5/26/23 0:00,-6.75,Stipend,0f2037d1-4f17-44ee-9e77-7d040cfbc0a0
12/14/23 0:00,-6.99,Retainer,4b735cba-dcfb-444b-af37-171735962807
4/4/23 0:00,-6.99,,0457418f-8194-4089-9c07-c8f21965c770
12/8/23 0:00,-6.99,Training and enablement,82bd95c9-26c9-42b8-935a-2b2ae6f3fff6
1/19/24 0:00,-6.99,Project beta - onboarding,700b267f-2348-4e77-b4f7-9bd4a609a57e
12/9/23 0:00,-6.99,Equipment Purchase,1e694d33-d47b-434b-9e73-b94339fe92e3
11/7/23 0:00,-6.99,Estimated Taxes,c6de0669-423a-4213-87b4-49590cb47672
4/3/23 0:00,-6.99,Petty Cash Top-up,c243a2ae-dc7e-40dc-bbc7-8cf75350e87e
11/15/23 0:00,-6.99,Contractor payment,957279a0-0ecd-4283-ace9-b9af9181251b
8/2/23 0:00,-6.99,payroll taxes,5791aaa2-62a6-4c2e-a061-39db2bcee94d
9/2/23 0:00,-6.99,,17099a16-b844-416f-889d-8eab014478a2
4/3/23 0:00,-6.99,Payroll funding,0b72e2b7-f42c-4c60-9804-b355d5425f62
7/3/23 0:00,-6.99,Cloud Hosting,354d6d59-1570-4a2a-bb76-9979af4dd54e
6/1/23 0:00,-6.99,Card Processing Fees,f44f3e36-8fb6-4ef8-aca4-527abb1c311e
5/1/23 0:00,-6.99,,e724cca3-e757-45bc-8b75-73fb149d5bf2
3/3/23 0:00,-6.99,Authorization Fee,aa8b37b0-e2cf-4a8a-9407-69c2c7b46912
2/1/24 0:00,-6.99,Federal tax payment,3764e136-7205-45bc-a26a-96e2eec35750
2/3/24 0:00,-6.99,,e814bb94-09a8-42a0-a9a5-b0d02b88355e
2/25/24 0:00,-6.99,Backup Storage,2ac9e690-fa51-4446-8f27-016e7b56bd2e
2/29/24 0:00,-6.99,,564f845b-d29d-485a-9b0d-1e00d3eb6b2d
7/21/22 0:00,-7.08,Data Storage,802482f3-f087-4889-a08b-330da448fd67
3/28/23 0:00,-7.28,Refund,bde3493c-c69d-40d4-9a59-62f0d3d70b3b
9/22/22 0:00,-7.82,operating transfer,b1cc5b34-4319-4447-828f-f3c217ce9030
2/6/24 0:00,-7.99,Operating Transfer,03c0a6fa-64dd-4dd7-ad2d-1874bd9c41e4
2/26/24 0:00,-7.99,saas fees,2aa4b93c-3c2d-4e80-be97-49a304ccac5c
3/11/24 0:00,-8,Invoice Settlement,d4f7259b-66b3-4807-998a-a5627a2fa317
3/17/24 0:00,-8.01,Sales Proceeds,af3bb52e-2cd5-4d63-9f0d-de0c9f58afef
2/10/23 0:00,-8.17,Miscellaneous expense,12ef75b8-1185-42e5-8984-95e15ee56297
3/30/23 0:00,-8.32,Stipend,13866dad-9f0f-4082-8767-29264beb2c72
11/12/22 0:00,-8.34,Issue Triage,161d07ed-b7e5-4bbe-b31e-c52a711fa803
10/7/22 0:00,-8.35,Intercompany Transfer,29b6dfb9-73dc-48de-9220-6ce78320c365
2/18/23 0:00,-8.43,Batch Payout,0c3a0754-6659-4d1f-9aa3-52484c3f4eb9
1/15/23 0:00,-8.51,Dispute Fee,739e61f2-7c4d-4c16-979e-25a0b67d5f2a
6/23/23 0:00,-8.53,AP Clearing,cd5d35dd-1931-4004-b649-f5fb1eb5ff9b
2/7/23 0:00,-8.63,Hosting Fees,19869d85-cd09-4aff-b3f3-eef042d4ed1c
11/21/22 0:00,-8.65,Loan proceeds,6b6281b4-933a-48b1-8fe9-292b639d1a95
5/25/23 0:00,-8.7,Miscellaneous expense,4dbd71d8-02b5-44dd-abe1-639559734f8e
6/23/23 0:00,-8.7,Consulting Services,5da5e078-ae71-472d-acc5-a666f06a85ed
5/1/23 0:00,-8.7,,b28131b7-57a9-47e4-9fd4-f2b15fc0e70c
6/2/23 0:00,-8.7,,341831ba-607c-4941-9387-e211f5bfd603
6/14/23 0:00,-8.7,Operating Transfer,fbea9ca4-0cce-4d7c-acb8-844108914d1d
6/12/23 0:00,-8.7,Card Processing Fees,13604bc8-bdad-46e0-a07a-225937326e07
6/12/23 0:00,-8.7,IT Support,e509ab04-c0f0-4cd5-b304-e912604ef708
6/12/23 0:00,-8.7,Hosting Fees,65f0e170-15e1-4423-91dd-cf4287302283
6/17/23 0:00,-8.7,Pci compliance fee,4f29391b-b073-40a2-8302-b0863b9fc8ad
7/13/23 0:00,-8.93,,3e3cb3fa-deed-4981-887c-ed68f8e0a417
10/30/22 0:00,-8.99,Chargeback Reversal,2f5a7773-eef3-491b-9696-f1068176e89a
10/1/23 0:00,-9,Withholding remittance,002be6d6-4a51-44d2-874b-d64a62497204
8/2/22 0:00,-9.21,,0b1f69f3-e34b-44c1-915a-29af5e5b2200
8/17/22 0:00,-9.25,Reserve funding,14f55dd9-f821-4ef9-bcd4-a4c9996f38f1
2/18/24 0:00,-9.27,Software subscription,e6d78e73-514d-4afa-80c2-85fdf662727f
5/23/23 0:00,-9.64,Authorization Fee,e2dfd8ed-1e8e-42ed-961d-ec2b7ecd991f
7/12/23 0:00,-9.64,Saas fees,ed06c3f8-20c9-48d3-a585-0b5917cec742
6/28/23 0:00,-9.8,office supplies,39088b43-6c55-4d7e-b634-b268e0f40a4c
9/21/23 0:00,-9.8,Intercompany Transfer,34de734f-e86a-4422-8640-5cc4d4244ea7
11/11/23 0:00,-9.8,cloud hosting,166e823a-385f-44a3-8375-8375ca942c56
9/17/23 0:00,-9.95,Reserve funding,2f442216-4217-4d98-8a02-1c89fd672b34
4/24/23 0:00,-9.99,,fab0c529-ae26-438d-9b0f-4e18b56fe530
8/15/23 0:00,-9.99,Maintenance,e66171e5-f76d-4dca-94c5-085ebce21b65
5/24/23 0:00,-9.99,,fbeddd11-6d0a-442d-aae0-face1b4ab877
7/24/23 0:00,-9.99,UAT Support,64f8549f-514c-4551-b199-2dcc51bdbfa7
8/23/23 0:00,-9.99,Knowledge transfer,9e3784a4-ed13-48d8-9cd3-28c59ca14644
9/14/23 0:00,-9.99,Office Supplies,29298220-967f-4abe-80ab-7a36c86ac2cb
7/14/23 0:00,-9.99,Travel Advance,81ea9f47-cc7c-4dc9-9bbb-32289bafe470
4/14/23 0:00,-9.99,Customer payment,c42a43b9-23c7-4ba3-8a67-b671691a58cc
